amount,transaction_hour,transactions_last_10min,failed_attempts,new_device,location_change,account_age_days,previous_chargebacks,ip_repeat_count,merchant_tx_per_min,failure_rate_5m,fraud
3634.29,21,5,3,0,0,408,0,0,17.82,4.87,0
1482.21,5,8,1,0,0,548,0,3,21.08,13.09,1
2860.86,13,2,0,1,0,344,0,0,20.32,4.47,0
13273.5,14,2,0,0,1,639,0,3,20.24,22.69,1
2329.95,22,2,1,0,0,488,1,0,18.3,1.4,0
9867.83,8,1,0,0,0,465,0,1,16.94,7.32,0
1888.21,18,3,2,0,0,687,2,1,22.77,2.14,1
1629.54,17,3,0,0,0,560,0,2,5.93,10.73,0
7277.75,16,0,1,0,0,333,0,0,27.32,2.65,0
1454.37,12,3,0,0,0,496,0,0,5.52,1.54,0
8635.76,1,4,3,0,0,210,0,2,9.61,12.51,1
5266.95,6,1,2,0,1,280,0,1,29.63,10.86,1
1454.95,13,2,2,0,0,207,1,1,24.23,5.61,1
3377.82,9,2,1,0,0,229,0,2,11.03,5.91,0
2046.3,4,4,1,0,0,445,0,2,8.16,9.55,0
5252.32,16,4,0,0,0,256,0,0,14.9,5.99,0
26428.23,11,1,0,0,0,135,1,3,11.08,5.11,0
2467.01,18,3,0,0,1,492,0,1,24.66,1.15,0
6377.08,13,1,1,0,0,1020,0,2,17.06,3.96,0
3735.6,8,3,0,0,0,364,0,0,6.35,5.46,0
3734.09,2,3,2,0,0,278,0,1,23.6,4.74,0
3061.12,2,3,1,0,0,628,0,3,11.86,8.38,0
1479.87,12,2,0,0,0,948,0,1,16.14,3.3,0
5176.56,8,1,2,0,0,506,0,0,15.94,1.98,0
2688.72,17,3,0,0,0,2045,0,0,30.14,2.88,0
1408.05,15,2,2,0,0,329,0,3,12.15,2.89,0
10560.56,6,3,0,0,1,435,0,0,16.18,6.43,0
4039.84,18,3,2,0,0,478,0,3,14.29,1.78,0
2865.49,13,5,1,0,0,139,0,0,20.72,4.05,0
14869.38,21,1,0,0,0,401,0,3,22.39,8.08,0
529.6,22,1,0,0,0,367,0,3,18.17,12.61,0
13855.84,23,3,0,0,0,540,0,1,17.78,2.0,0
1444.91,3,3,2,0,0,507,0,3,23.1,8.64,0
4546.48,12,6,1,1,0,220,0,1,26.85,7.15,0
1963.6,0,3,0,0,0,402,0,2,21.4,12.66,0
1381.39,21,3,1,0,0,434,0,1,22.1,4.17,0
14466.35,16,4,1,0,0,137,0,1,15.85,6.16,0
25566.22,6,4,1,1,0,130,1,0,18.43,19.65,1
2886.25,14,0,0,0,0,654,0,2,13.62,8.98,0
5178.38,13,0,1,0,0,552,0,2,14.6,5.31,0
3865.48,13,0,1,0,0,208,0,2,17.24,10.28,0
22404.84,12,4,0,0,0,310,0,0,11.83,11.15,0
395.91,23,4,0,0,0,402,0,3,33.76,14.76,1
5409.87,18,2,1,0,0,1160,0,2,16.27,3.2,0
1696.83,9,2,3,0,0,494,0,3,18.61,16.84,1
306.81,18,4,1,1,0,93,0,5,18.88,2.39,0
2493.5,3,3,0,0,0,320,0,2,15.55,15.71,1
25347.9,6,1,0,0,0,185,0,2,24.34,7.39,0
1828.31,2,0,2,0,0,163,0,4,23.51,6.33,0
8352.4,21,1,1,1,0,460,0,1,16.6,7.87,0
12818.0,0,2,0,1,0,270,0,1,21.39,7.69,0
3592.73,21,5,0,0,0,209,0,0,25.71,4.58,0
4131.84,19,2,0,0,0,503,0,0,20.7,9.46,0
600.57,22,1,2,0,0,385,0,3,19.44,10.98,0
1716.47,18,2,0,0,0,995,0,1,29.89,7.4,0
9436.67,10,2,1,1,0,478,0,0,7.88,0.86,0
3880.48,19,1,1,0,0,938,0,2,29.46,4.62,0
5354.59,23,6,0,1,0,311,0,1,17.19,13.76,1
4187.32,21,3,1,1,0,341,0,3,13.76,0.83,0
36373.8,18,6,2,0,0,66,0,1,21.53,3.61,0
2316.83,18,1,0,0,0,244,0,3,27.7,4.43,0
19647.01,15,5,2,0,0,990,0,0,13.52,5.82,0
4188.84,21,2,1,0,0,296,0,2,17.9,4.95,0
21566.77,10,2,2,1,0,259,0,1,14.98,2.41,0
1006.04,12,4,0,0,0,183,0,0,19.87,10.08,0
4419.96,20,2,1,0,0,1030,0,0,7.43,7.53,0
2408.19,6,0,1,0,0,561,1,2,26.93,6.25,0
4215.17,18,4,2,0,0,632,1,2,5.56,3.24,0
13141.04,2,3,1,0,0,754,0,1,13.26,12.43,0
5419.45,14,1,2,0,1,214,0,1,20.79,2.53,0
13113.56,0,2,3,0,0,653,0,3,16.98,17.75,1
1801.31,23,4,1,0,0,69,0,2,18.17,12.69,0
1534.6,20,1,1,0,1,183,0,3,19.09,8.9,0
3703.04,5,0,3,0,0,67,0,1,20.32,6.5,0
3496.14,3,2,3,0,0,88,0,4,15.9,3.81,0
2995.44,15,1,0,0,0,137,0,1,31.76,1.59,0
1330.67,21,0,0,0,0,227,0,0,8.5,2.44,0
12817.72,7,2,1,0,0,388,0,0,22.95,15.41,0
2487.47,23,1,2,0,0,388,0,2,6.72,2.85,0
16274.94,10,4,1,0,0,766,0,4,21.21,5.3,0
3690.0,10,1,0,0,0,521,0,3,24.31,12.8,0
7192.9,8,1,1,0,0,1291,0,3,24.41,23.05,1
6539.36,6,2,0,0,0,149,0,2,9.47,14.78,0
1532.28,8,2,0,0,0,298,0,1,14.97,12.14,0
5353.81,4,2,0,0,0,358,0,2,22.72,9.73,0
27577.34,9,3,3,0,0,830,1,3,14.85,6.98,1
4741.9,6,4,1,0,0,363,0,1,16.49,5.3,0
9380.05,1,5,0,1,0,389,1,3,10.49,5.64,1
7539.68,8,4,0,0,0,645,0,1,13.37,8.34,0
5026.11,0,6,1,1,0,197,0,2,14.97,7.47,0
4428.44,4,3,1,0,0,516,0,0,12.92,8.21,0
6468.38,17,5,0,0,0,18,0,0,13.95,2.56,0
8114.81,0,3,1,0,0,67,0,1,25.35,3.64,0
880.27,7,1,1,0,0,251,0,1,17.52,1.47,0
4720.49,16,6,0,0,0,401,0,4,17.92,4.97,0
3001.05,0,1,1,0,0,233,2,2,20.02,0.9,1
2413.65,17,0,1,0,0,403,0,4,7.75,7.89,0
14196.67,1,1,0,0,0,321,0,2,22.74,5.89,0
1686.14,1,1,1,0,0,744,0,0,18.77,8.79,0
841.76,4,7,0,0,0,87,0,0,16.22,6.88,0
8395.93,20,9,0,1,0,546,0,0,35.66,7.01,1
819.41,1,7,0,0,0,394,0,1,21.92,3.66,0
480.9,2,6,0,0,0,315,0,0,23.71,9.4,0
9449.16,22,6,2,0,1,637,0,3,17.42,7.94,1
4301.24,14,3,2,0,0,559,0,2,21.78,3.48,0
5981.08,13,3,1,0,0,142,0,3,24.89,14.45,0
2288.04,0,4,0,0,0,254,0,4,23.23,6.68,0
850.97,9,4,1,0,0,735,0,1,13.17,5.99,0
1048.3,13,1,0,0,0,245,0,0,23.44,2.12,0
2735.86,12,2,1,0,0,12,0,2,16.98,14.73,1
957.17,12,1,0,0,0,172,1,3,13.03,3.49,0
5026.13,2,2,0,0,0,434,0,1,15.79,8.95,0
2240.42,23,7,2,1,0,246,0,1,14.47,11.5,1
4421.74,16,2,1,0,0,566,0,0,26.17,5.71,0
4285.13,5,2,0,0,0,434,0,0,16.87,7.83,0
5465.11,23,1,1,0,1,120,0,1,23.98,8.31,0
6151.53,7,2,0,0,0,607,0,3,10.32,3.15,0
2537.42,3,2,2,0,0,280,0,2,19.46,4.73,0
4416.79,21,2,2,0,0,223,0,0,11.32,7.53,0
4664.84,3,3,1,1,0,931,0,0,19.25,10.31,1
284.2,1,6,0,0,0,447,0,0,15.96,2.13,0
7178.55,15,6,2,0,1,178,0,0,15.88,4.96,1
4261.77,6,2,0,1,0,469,0,6,15.08,5.07,0
6583.04,3,1,0,0,0,489,1,1,11.21,2.83,0
942.76,2,5,0,0,0,144,0,0,22.27,1.77,0
2613.48,3,1,0,0,0,335,0,0,17.39,4.67,0
1157.36,23,1,5,0,0,294,0,0,13.05,4.84,1
7957.19,16,3,1,0,0,283,0,1,11.91,7.0,0
832.66,20,6,3,1,0,383,0,1,22.62,8.19,1
1373.22,14,5,2,0,0,141,1,2,12.1,2.37,0
6380.68,13,2,0,0,0,702,1,2,17.49,3.3,0
1880.24,5,2,0,1,1,432,0,2,18.37,4.54,0
1373.6,23,1,0,0,0,914,0,4,26.36,1.79,0
9433.81,19,2,0,1,0,693,0,1,22.28,7.37,0
9848.73,12,3,3,0,0,267,0,1,19.91,10.01,1
7771.16,2,4,0,0,0,624,0,3,20.29,5.2,0
8876.35,18,1,1,0,0,352,0,2,25.92,2.47,0
2855.04,7,3,0,0,0,511,0,0,23.15,1.15,0
2937.1,5,2,0,1,1,285,0,0,9.7,0.93,0
1843.67,17,4,2,1,0,287,0,2,14.5,4.72,0
4342.11,20,4,0,1,0,381,0,3,16.36,3.6,0
2091.65,14,2,1,1,0,367,1,1,6.9,7.37,0
2310.64,1,5,0,0,0,113,0,4,10.92,1.67,0
6835.57,14,2,1,0,0,479,0,1,11.98,4.46,0
12629.19,22,2,2,0,0,499,1,1,17.5,1.38,0
5531.27,16,3,0,1,1,537,0,1,22.26,7.52,0
23957.38,6,5,0,0,0,300,0,3,15.61,0.4,0
1735.77,15,4,1,0,0,43,0,1,12.37,4.34,0
528.54,5,4,0,0,1,279,0,2,20.19,4.17,0
7710.66,20,5,0,1,0,343,0,2,29.65,8.05,0
1619.02,20,4,1,0,0,1159,0,1,21.93,3.44,0
2731.55,13,5,1,0,0,439,0,0,20.36,4.34,0
567.77,3,5,1,0,0,221,0,2,6.0,6.76,0
1416.34,9,1,1,0,1,431,0,3,12.15,10.2,0
751.94,2,0,0,0,0,130,1,1,15.72,5.58,0
2307.64,18,5,0,0,0,403,0,1,13.22,2.0,0
2406.0,16,6,0,0,1,553,0,4,2.0,2.41,0
4001.64,6,1,0,0,0,255,0,0,16.02,3.47,0
13382.58,20,4,1,0,0,269,0,1,18.15,10.44,0
7411.23,18,4,0,1,0,812,0,0,15.78,2.1,0
662.96,22,3,0,0,0,156,0,3,19.15,16.1,0
6894.07,6,1,1,0,0,1002,0,1,13.93,2.08,0
4094.26,4,1,0,0,0,789,0,1,21.5,11.29,0
3285.53,11,4,0,0,0,493,0,1,23.3,11.28,0
3555.2,6,1,1,0,0,776,0,1,22.81,8.06,0
4513.28,17,2,0,0,0,259,0,1,13.26,2.69,0
1760.79,10,2,0,1,0,299,0,1,18.45,5.51,0
3006.5,15,5,3,0,0,91,0,3,17.73,22.14,1
12621.24,4,3,1,0,0,433,0,0,11.85,9.0,0
1738.71,2,1,0,0,0,430,0,1,16.41,2.89,0
1234.74,22,1,2,0,0,717,0,1,18.53,18.75,1
3412.52,10,4,3,0,0,245,2,2,24.4,5.78,1
1110.88,3,1,1,0,0,60,1,2,24.53,1.87,0
596.5,19,2,0,0,0,290,0,2,13.3,5.83,0
2535.91,3,2,0,0,0,429,0,2,18.38,2.08,0
16664.78,23,2,0,0,1,291,0,4,15.98,4.23,0
3496.32,9,1,0,0,0,35,0,3,13.22,1.08,0
4391.85,11,4,1,0,0,238,0,1,10.35,3.26,0
388.91,6,3,0,0,0,541,0,1,25.12,6.13,0
5767.72,2,3,1,0,0,768,0,3,19.65,5.43,0
4015.97,9,2,0,0,0,180,1,1,13.25,8.6,0
1811.37,8,1,1,0,0,60,1,2,18.44,6.26,0
4398.65,10,0,1,0,0,441,0,2,17.08,4.45,0
4353.03,11,2,2,0,0,297,0,2,13.73,2.78,0
1196.96,15,2,0,0,0,446,0,1,12.93,1.41,0
5158.73,1,2,0,0,0,463,0,0,16.81,12.55,0
12797.33,8,5,1,0,1,42,0,2,22.0,5.01,0
2865.97,20,5,1,1,0,252,0,1,23.1,11.19,1
1464.14,22,3,0,1,0,280,0,0,19.41,7.04,0
3021.6,12,2,0,0,0,632,0,2,22.6,1.24,0
8931.54,8,4,0,0,0,193,0,1,16.76,6.74,0
1004.62,9,3,2,0,1,1130,1,2,12.92,1.91,1
6684.1,18,2,0,1,0,532,0,2,16.53,6.66,0
1786.63,9,7,0,1,0,323,0,1,19.86,4.15,0
4694.59,22,6,0,0,0,835,0,2,17.79,2.84,0
2013.14,0,4,0,1,0,82,0,1,19.13,5.01,0
2007.47,14,6,0,0,0,132,0,2,12.19,6.34,0
18020.22,12,7,0,0,0,78,0,2,9.2,3.35,0
829.2,10,3,3,0,0,1353,0,2,20.25,9.65,1
6061.03,11,2,1,0,0,169,2,2,24.41,2.36,1
22424.08,3,5,0,0,0,168,1,4,13.37,15.21,1
7478.58,8,2,2,1,0,215,0,2,17.73,1.09,0
899.96,8,6,0,1,0,158,0,1,8.07,8.76,0
947.99,15,2,0,0,0,135,0,1,19.21,9.31,0
1653.74,14,2,0,0,0,453,0,2,36.72,5.48,0
4297.56,9,3,1,0,0,214,0,1,15.2,3.57,0
4615.8,12,4,1,1,0,178,1,1,17.84,5.16,0
957.88,13,5,1,1,0,353,0,3,26.87,4.49,0
1456.23,1,2,0,0,0,83,1,2,17.25,2.24,0
1553.0,21,3,1,0,0,198,1,2,18.59,11.63,1
3011.57,21,2,3,0,0,402,0,2,22.36,6.34,0
29258.64,8,0,1,0,0,134,0,2,13.99,6.65,0
1366.7,18,1,0,0,1,474,0,1,11.33,3.23,0
1305.31,9,4,1,0,0,972,0,0,16.68,9.77,0
1107.88,1,3,2,0,0,46,1,0,12.47,5.66,1
7096.25,20,2,0,1,0,499,0,1,3.78,6.24,0
3486.28,6,3,0,0,0,536,0,1,6.93,6.19,0
1420.78,8,2,1,1,0,525,0,1,12.17,3.93,0
2487.58,13,4,1,1,0,479,0,1,28.73,5.78,0
1585.91,10,3,1,0,0,148,0,0,20.37,7.56,0
4967.57,6,4,0,0,0,224,0,0,21.78,3.66,0
60997.94,19,6,0,0,0,372,0,1,22.88,4.1,0
6492.53,8,1,2,1,0,92,1,2,17.84,0.89,0
3302.26,14,0,0,1,0,634,0,3,10.91,7.08,0
1811.26,15,1,1,0,0,1196,0,1,11.37,4.42,0
888.41,22,0,0,1,0,933,0,1,5.49,4.18,0
7866.54,11,5,1,1,0,329,0,2,22.0,6.75,0
7430.3,11,3,0,0,0,185,0,2,6.96,5.55,0
2231.87,21,5,2,1,0,64,0,3,2.25,1.0,0
13016.86,11,1,1,0,0,494,0,1,8.71,5.19,0
3722.54,7,5,0,0,0,278,0,1,19.68,0.29,0
8213.21,1,5,0,0,0,403,0,0,17.39,1.87,0
4969.16,7,1,1,0,0,46,0,0,13.99,7.89,0
3023.01,4,1,0,1,0,254,0,1,11.19,4.37,0
1335.91,7,3,0,0,0,113,0,1,23.24,1.96,0
3124.99,12,2,1,0,0,364,0,0,20.11,12.28,0
8814.5,12,0,0,0,0,408,1,1,8.13,4.87,0
2135.5,4,2,2,0,0,507,0,0,18.72,4.49,0
5777.51,11,2,3,0,0,211,0,1,18.76,4.76,0
1168.09,10,2,0,0,1,629,0,1,23.39,9.75,0
8259.02,1,1,1,0,0,340,0,3,22.49,8.47,0
5057.3,6,3,1,1,0,488,0,0,17.81,7.84,0
1030.48,17,3,0,0,0,308,0,2,23.37,2.26,0
2877.81,0,3,0,0,0,209,0,3,24.5,3.88,0
9681.9,7,1,0,0,0,493,0,2,15.28,9.43,0
970.7,11,5,1,0,0,300,0,2,14.35,5.38,0
1182.64,3,3,0,0,0,728,0,0,24.47,2.75,0
3384.73,15,2,0,0,0,128,0,2,21.47,2.72,0
34200.56,17,6,0,0,0,195,0,2,8.76,10.81,0
1796.85,8,4,0,0,0,251,0,2,24.85,1.58,0
6124.41,5,4,0,0,0,631,0,2,22.4,1.99,0
4784.53,18,3,0,0,0,459,0,1,13.96,3.52,0
1960.6,5,2,1,1,0,424,0,2,25.27,5.98,0
4312.14,3,5,0,0,0,256,0,2,9.54,4.45,0
2275.09,0,2,1,0,0,569,0,0,9.75,9.43,0
2500.65,2,2,1,0,0,342,0,1,12.94,4.14,0
636.3,20,4,2,0,0,175,0,3,20.24,7.14,0
3548.72,22,2,0,0,0,415,0,2,20.8,4.83,0
9358.57,13,1,0,0,0,254,0,1,24.47,3.71,0
3867.24,22,4,1,1,0,180,0,0,23.76,13.05,1
11441.85,16,2,1,0,0,125,0,2,15.37,7.45,0
6696.52,9,3,1,0,0,455,0,2,22.0,13.24,0
3420.29,17,2,0,0,1,733,0,2,16.35,6.1,0
1883.11,10,5,0,0,0,238,0,2,12.98,4.15,0
2185.11,23,0,1,0,0,533,0,1,20.94,16.49,1
777.41,20,4,0,0,1,91,0,0,19.91,0.81,0
2750.58,20,2,0,0,0,746,0,2,12.89,2.16,0
4244.16,12,3,0,1,0,456,0,4,14.62,4.23,0
22052.74,12,2,1,0,1,472,0,1,18.28,4.09,0
6340.65,2,1,1,0,0,362,0,3,19.25,0.7,0
1468.36,15,3,3,0,0,135,0,0,15.51,9.82,1
803.25,2,3,0,1,0,809,0,2,18.87,8.84,0
2931.06,12,2,1,0,0,1128,0,0,32.0,1.96,0
8538.6,3,1,1,1,0,374,0,2,16.19,5.1,0
2888.1,11,3,2,0,0,313,0,1,20.61,15.84,1
6432.27,18,2,0,0,0,281,0,1,22.0,3.74,0
3010.37,7,4,0,1,0,323,0,2,20.04,1.03,0
7729.89,14,5,1,0,0,256,0,0,22.5,0.76,0
680.53,6,6,1,0,0,197,0,0,16.89,1.55,0
19621.7,7,2,0,1,0,305,0,1,21.03,7.28,0
1132.17,4,4,1,0,1,278,0,0,14.85,6.33,0
8378.46,3,1,1,0,0,532,1,1,22.09,3.3,0
2735.88,8,1,0,0,0,274,0,4,15.37,10.96,0
3224.01,2,0,2,0,0,592,1,0,14.47,5.36,1
2826.64,21,3,2,0,0,374,2,0,27.58,6.34,1
4761.82,17,2,2,0,0,534,0,0,16.29,11.4,0
5886.41,5,2,0,0,0,227,0,0,15.52,3.27,0
11062.09,21,1,1,0,0,1054,0,4,24.07,3.77,0
15968.07,8,1,1,0,0,133,0,0,14.11,6.19,0
5158.56,12,1,0,0,0,218,0,1,21.9,3.65,0
22012.33,16,4,1,0,0,450,0,0,15.98,1.24,0
4014.31,18,1,3,0,0,295,0,2,24.89,7.06,0
11285.93,0,5,1,1,0,278,0,2,7.43,14.25,1
5711.04,6,7,1,0,0,497,0,2,16.89,4.57,0
2045.37,8,3,0,0,0,508,0,1,7.2,4.87,0
4404.12,14,3,0,0,0,120,1,2,15.73,7.54,0
6175.41,20,3,0,0,0,524,0,1,16.83,11.76,0
3519.91,10,1,1,0,0,491,0,1,29.9,3.98,0
5616.7,11,6,0,0,0,428,0,2,6.52,5.84,0
9032.92,2,2,0,1,0,518,0,1,13.78,4.47,0
3552.68,12,4,2,1,0,600,0,3,27.5,9.88,1
165.49,11,1,0,0,0,179,1,1,23.35,6.6,0
21209.06,15,5,0,0,0,319,0,2,18.75,10.24,0
2663.85,20,0,0,1,0,655,0,0,25.43,11.77,0
1533.88,13,2,0,0,0,258,0,0,21.51,18.52,0
1118.43,1,3,0,0,0,470,0,1,12.04,5.7,0
2557.36,19,1,0,0,0,143,0,1,26.59,15.46,0
2016.49,11,0,3,0,0,216,0,5,14.14,3.49,0
1679.31,11,1,0,0,0,797,1,1,17.96,5.34,0
1778.93,20,3,1,0,0,331,0,2,17.14,14.12,0
6350.13,14,2,0,0,0,408,0,5,24.71,1.98,0
30695.82,18,3,1,0,0,431,0,2,19.3,2.98,0
8617.93,21,2,0,0,0,303,0,1,20.96,3.36,0
11833.95,11,4,0,0,0,337,0,1,18.96,2.77,0
2449.7,23,1,0,0,0,434,0,0,18.24,4.77,0
4063.9,4,4,0,0,0,135,0,1,16.63,10.02,0
5697.64,20,3,1,0,0,203,0,0,20.2,7.37,0
1821.59,20,2,1,0,0,520,0,4,8.17,8.09,0
2328.51,2,4,2,0,0,548,0,1,25.07,4.07,0
8930.96,3,4,0,0,0,136,0,1,21.81,2.29,0
11439.27,0,8,0,0,0,402,0,0,13.82,8.59,0
3908.0,6,2,1,0,0,292,0,1,25.46,9.66,0
1038.04,23,1,0,0,0,396,0,1,8.15,11.67,0
2669.45,2,0,1,0,0,233,0,1,21.82,1.82,0
801.59,0,2,1,0,0,274,0,0,29.07,6.33,0
3940.1,11,4,1,1,0,370,0,1,16.14,11.1,0
4760.81,8,4,1,0,1,639,0,1,13.62,7.98,0
2740.11,15,4,2,0,0,422,1,0,23.78,5.33,1
4692.86,14,0,1,0,0,267,0,0,9.31,11.1,0
5640.6,19,4,1,0,0,241,1,1,18.65,3.5,0
4768.11,9,3,1,0,0,1103,0,2,15.26,8.9,0
1031.11,11,1,1,0,0,714,0,2,13.97,0.96,0
2790.77,0,6,0,0,0,337,0,1,31.11,2.12,0
5598.95,23,2,0,0,1,340,0,2,20.99,8.25,0
19103.89,5,5,3,0,1,472,0,0,6.98,11.25,1
2736.62,14,7,0,0,0,320,0,2,16.97,8.92,0
6492.37,21,2,0,0,0,169,1,0,23.02,12.88,1
9155.04,14,3,0,0,0,61,0,0,29.03,4.72,0
2961.77,15,2,1,0,0,96,0,3,18.15,3.02,0
12159.04,4,2,0,0,0,313,0,2,13.26,3.43,0
12865.22,17,6,0,0,0,415,0,0,20.39,8.43,0
15512.54,4,3,0,0,0,256,0,0,17.77,7.13,0
5892.02,16,1,0,0,0,236,0,0,11.71,1.51,0
43396.94,13,2,1,0,0,60,0,2,20.37,5.83,0
1908.27,11,2,2,0,0,288,0,0,20.19,2.73,0
33869.88,17,3,0,0,0,354,0,2,21.26,3.08,0
8157.67,17,5,3,0,0,363,0,3,8.75,2.88,0
14874.55,4,4,0,1,0,248,0,1,8.64,5.4,0
2601.8,9,2,0,0,0,531,0,4,26.49,1.3,0
8836.96,11,2,0,0,0,533,1,2,18.51,0.89,0
16290.26,3,4,1,0,0,100,0,0,18.36,2.61,0
1162.44,8,4,2,0,0,407,0,1,15.1,5.47,0
3067.16,0,4,0,0,0,81,0,1,12.84,1.82,0
384.4,10,1,0,0,0,297,0,3,28.55,13.73,0
3019.21,4,2,0,0,0,536,0,2,7.9,16.04,1
1545.64,5,2,0,0,0,397,0,1,12.51,1.65,0
2896.75,19,1,0,0,0,134,0,0,25.38,4.1,0
78419.31,3,2,0,1,0,328,0,2,23.52,11.62,1
22107.97,2,3,1,0,0,226,0,1,6.47,7.15,0
803.18,7,5,0,0,0,445,0,1,10.04,3.06,0
6525.84,0,2,1,0,1,782,0,1,24.24,11.36,1
8424.32,20,2,0,0,1,1049,0,2,9.05,4.55,0
2553.47,23,3,0,0,0,361,0,1,15.49,8.79,0
4390.61,19,3,1,0,0,118,0,1,14.52,3.29,0
4864.8,19,5,0,0,0,296,0,1,26.64,3.71,0
885.42,2,4,0,0,0,502,0,1,16.74,5.53,0
1232.88,13,3,2,0,0,144,0,3,21.62,2.88,0
4362.98,2,2,0,1,0,297,0,1,8.07,3.2,0
4041.51,7,2,0,1,0,352,1,3,12.91,3.38,0
1730.23,11,2,0,0,0,724,0,1,31.36,8.11,0
1581.15,16,1,0,0,0,132,0,2,13.87,6.33,0
3313.41,6,4,0,0,0,101,0,0,26.6,12.06,0
9232.25,6,1,0,0,0,200,0,1,8.37,13.65,0
3359.98,19,1,0,0,0,159,1,3,11.6,14.2,1
20007.6,5,1,1,0,0,329,0,1,22.0,9.7,0
1753.53,11,3,1,0,0,728,0,0,12.94,5.76,0
4459.38,6,4,0,0,0,118,1,2,22.29,12.98,1
2509.88,20,6,0,0,0,155,0,0,16.25,5.8,0
6750.41,12,4,0,0,0,119,0,3,35.12,4.85,0
1602.52,2,5,0,0,0,455,0,0,17.03,2.57,0
27550.27,3,3,0,0,0,673,0,0,27.21,2.9,0
616.99,23,4,0,1,1,341,0,1,22.23,2.64,0
22054.11,22,3,1,0,0,253,0,0,18.13,0.42,0
4001.75,18,7,1,0,0,164,0,1,17.58,23.2,1
6503.18,1,3,2,1,0,824,0,0,16.39,9.82,1
14783.27,17,4,0,0,0,801,0,2,15.31,13.07,0
8960.17,15,3,0,0,0,568,0,0,19.26,5.96,0
1691.67,22,1,1,0,0,297,0,1,8.27,0.97,0
6836.93,11,1,1,0,0,516,0,0,19.66,10.94,0
25870.22,11,5,0,1,0,411,0,3,19.84,9.02,0
1434.17,15,2,1,1,0,147,0,3,12.75,7.4,0
33669.58,3,0,2,0,0,736,0,0,19.67,2.91,0
5458.82,17,10,1,0,0,284,0,1,15.08,5.57,0
2310.25,11,2,2,1,0,389,0,5,19.88,0.77,0
1425.17,4,5,0,1,0,622,0,0,28.78,0.37,0
2880.01,19,0,0,0,0,138,0,3,18.8,7.56,0
467.29,6,1,1,0,0,145,0,3,19.74,2.94,0
2354.29,20,0,1,0,0,720,0,1,19.7,7.91,0
2762.6,6,1,1,0,0,687,0,1,14.33,4.62,0
1178.34,11,4,1,1,0,336,0,4,20.58,7.9,0
7984.34,10,3,0,0,1,280,0,2,3.94,6.91,0
2893.71,17,4,1,0,0,106,0,0,13.3,3.88,0
1867.61,4,1,1,1,0,749,0,0,26.14,4.13,0
2587.38,5,3,1,0,0,359,0,2,22.23,3.42,0
5286.24,4,3,1,0,0,214,0,1,24.72,7.23,0
3931.92,5,0,1,0,0,58,0,2,7.92,6.91,0
1744.07,10,4,0,1,1,549,0,0,20.33,4.06,0
4154.45,14,4,0,0,1,1003,1,2,19.7,10.35,1
3452.28,20,0,0,0,0,337,0,1,12.64,6.55,0
1100.55,10,4,1,0,0,244,0,1,10.66,7.7,0
2689.39,9,2,0,1,0,962,1,1,15.72,10.05,1
6689.57,3,2,0,0,0,173,0,0,21.03,5.71,0
6639.19,2,3,0,0,1,1342,0,2,14.71,8.82,0
2859.89,18,2,0,1,0,774,0,1,15.74,4.04,0
7410.19,15,2,0,0,0,479,0,1,5.92,1.71,0
1301.21,12,3,2,0,0,214,0,2,8.61,3.94,0
1344.21,10,3,0,0,0,210,0,1,12.01,7.22,0
2796.66,12,0,0,1,0,868,0,1,5.05,1.91,0
17543.6,20,2,1,1,0,192,0,2,13.86,0.81,0
4321.74,4,6,0,0,0,766,0,3,18.07,9.07,0
2726.75,11,2,0,0,0,90,0,2,18.85,8.08,0
18422.81,5,3,1,0,1,197,0,0,19.51,3.46,0
2693.82,2,1,0,0,0,609,1,2,12.51,3.0,0
38042.91,16,1,1,0,1,870,0,0,16.86,10.52,1
2128.46,16,2,2,1,0,282,0,1,16.72,7.89,0
1258.51,20,2,0,0,0,270,1,0,30.71,5.56,0
3057.4,0,3,1,0,0,828,0,1,20.4,2.17,0
2803.04,4,4,0,0,0,87,0,2,26.93,11.84,0
1559.15,13,1,1,0,0,264,0,1,19.98,7.19,0
55942.12,19,3,0,0,0,120,0,4,15.25,1.12,0
5087.58,22,5,0,0,0,264,0,2,23.85,6.11,0
5928.12,18,3,1,0,0,398,0,1,23.12,8.51,0
2241.78,21,4,0,1,0,211,0,3,14.39,4.7,0
1985.14,19,2,1,0,0,301,0,1,14.97,4.97,0
10687.57,7,3,2,0,0,384,0,3,6.34,10.07,0
626.64,13,6,1,0,0,117,0,1,31.74,9.64,0
1096.62,15,3,0,0,0,204,0,0,12.72,4.44,0
2808.28,8,3,0,0,0,705,0,0,21.38,4.76,0
15041.97,21,4,0,0,0,115,0,1,19.61,3.78,0
2457.15,18,4,0,1,0,139,0,2,13.25,3.18,0
5636.16,12,1,1,0,0,447,0,0,20.61,5.51,0
3748.52,11,3,0,0,0,231,0,0,15.64,6.06,0
14201.05,19,4,1,1,0,253,0,1,26.87,7.38,0
689.55,5,3,1,0,0,467,1,3,21.42,7.71,0
7885.35,5,3,0,0,1,64,0,0,20.36,3.14,0
2954.71,9,3,0,0,0,127,1,3,27.47,3.61,0
9615.47,3,2,1,0,0,462,0,3,27.91,1.93,0
1540.33,10,3,1,0,1,142,0,2,28.37,2.37,0
3735.41,10,3,0,0,0,1450,0,1,33.79,2.62,0
